score	chembl_id	target_type	organism	tax_id	targ_comp
57	CHEMBL4470	SINGLE PROTEIN	Escherichia coli K-12	83333	2786
57	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7764
55.8	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7519
55.8	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7658
55.5	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7550
55.1	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7609
54.7	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7680
54.7	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7552
54.7	CHEMBL2169719	SINGLE PROTEIN	Drosophila melanogaster	7227	6869
54.3	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7657
52.8	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7522
52.8	CHEMBL2362972	PROTEIN FAMILY	Staphylococcus aureus	1280	888
52.8	CHEMBL2363021	PROTEIN FAMILY	Staphylococcus	1279	888
52.8	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7562
52.8	CHEMBL2549	SINGLE PROTEIN	Staphylococcus aureus	1280	888
52.4	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7453
52.4	CHEMBL1287593	SINGLE PROTEIN	Staphylococcus aureus (strain COL)	93062	5290
52	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7588
51.6	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7635
51.6	CHEMBL2362973	PROTEIN FAMILY	Streptococcus pneumoniae	1313	7321
51.2	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7693
51.2	CHEMBL4412	SINGLE PROTEIN	Geobacillus stearothermophilus	1422	2728
50.4	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7766
50.1	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7709
49.7	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7521
49.7	CHEMBL5596	SINGLE PROTEIN	Saccharomycopsis fibuligera	4944	3885
49.7	CHEMBL4406	SINGLE PROTEIN	Apis mellifera	7460	2722
48.5	CHEMBL3112381	SINGLE PROTEIN	Bacillus subtilis (strain 168)	224308	8315
48.5	CHEMBL1932901	SINGLE PROTEIN	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	243274	5740
48.5	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7614
48.1	CHEMBL2146314	SINGLE PROTEIN	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	6781
47.8	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7437
47.8	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7751
47.4	CHEMBL3217378	SINGLE PROTEIN	Staphylococcus aureus	1280	8480
47.4	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7746
47	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7638
46.6	CHEMBL6124	SINGLE PROTEIN	Arabidopsis thaliana	3702	4689
46.2	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7503
45.8	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7615
45.4	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7620
45.1	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7646
44.7	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7577
44.3	CHEMBL1932907	SINGLE PROTEIN	Arabidopsis thaliana	3702	5746
44.3	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7499
44.3	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7441
43.9	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7468
43.9	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7459
43.1	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7637
43.1	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7578
43.1	CHEMBL2448	SINGLE PROTEIN	Caenorhabditis elegans	6239	789
42.4	CHEMBL6064	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	4598
42.4	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7688
42.4	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7436
42	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7730
42	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7461
41.6	CHEMBL1921662	SINGLE PROTEIN	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	243277	5649
41.6	CHEMBL2429707	SINGLE PROTEIN	Staphylococcus aureus	1280	8219
41.2	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7711
41.2	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7584
40.4	CHEMBL6125	SINGLE PROTEIN	Arabidopsis thaliana	3702	4690
39.7	CHEMBL2007623	SINGLE PROTEIN	Campylobacter jejuni	197	5794
39.7	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7558
38.9	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7687
38.9	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7460
37.7	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7581
37	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7786
