score	chembl_id	target_type	organism	tax_id	targ_comp
52.4	CHEMBL3970	SINGLE PROTEIN	Neisseria gonorrhoeae	485	2289
52	CHEMBL2750	SINGLE PROTEIN	Rous sarcoma virus (strain Prague C) (RSV-PrC)	11888	5508
51.6	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7635
50.8	CHEMBL5823	SINGLE PROTEIN	Human immunodeficiency virus type 1 group M subtype B (isolate BH10)(HIV-1)	11678	4267
50.1	CHEMBL2311239	SINGLE PROTEIN	Burkholderia cepacia (strain J2315 / LMG 16656) (Burkholderiacenocepacia (strain J2315))	216591	7225
50.1	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7709
49.7	CHEMBL2390815	SINGLE PROTEIN	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	208964	8164
48.5	CHEMBL2366451	SINGLE PROTEIN	Thanatephorus cucumeris (strain AG1-IB / isolate 7/3/14) (Lettucebottom rot fungus) (Rhizoctonia solani)	1108050	8006
48.5	CHEMBL4373	SINGLE PROTEIN	Spiroplasma monobiae	2136	2689
47.8	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7751
47.4	CHEMBL3313	SINGLE PROTEIN	Torpedo californica	7787	1633
46.6	CHEMBL5525	SINGLE PROTEIN	Cavia porcellus	10141	3816
46.6	CHEMBL5363	SINGLE PROTEIN	Zea mays	4577	3659
46.2	CHEMBL5981	SINGLE PROTEIN	Hepatitis GB virus B	39113	4488
45.8	CHEMBL2268004	SINGLE PROTEIN	Capsicum annuum	4072	7179
44.7	CHEMBL1287596	SINGLE PROTEIN	Fluoribacter gormanii	464	5293
44.7	CHEMBL4902	SINGLE PROTEIN	Molluscum contagiosum virus subtype 1	10280	3217
44.7	CHEMBL1250413	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	5478
44.7	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7577
44.3	CHEMBL3800	SINGLE PROTEIN	Human immunodeficiency virus 1	11676	2118
44.3	CHEMBL1932907	SINGLE PROTEIN	Arabidopsis thaliana	3702	5746
43.9	CHEMBL5003	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	3315
43.9	CHEMBL2363135	PROTEIN NUCLEIC-ACID COMPLEX	Bacteria	2	7459
43.9	CHEMBL1293304	SINGLE PROTEIN	Caenorhabditis elegans	6239	5135
43.1	CHEMBL2364022	PROTEIN NUCLEIC-ACID COMPLEX	Pseudomonas aeruginosa	287	7637
43.1	CHEMBL1293319	SINGLE PROTEIN	Caenorhabditis elegans	6239	5193
42.7	CHEMBL1287605	SINGLE PROTEIN	Pseudomonas aeruginosa	287	5301
42.7	CHEMBL2366444	SINGLE PROTEIN	Macrophomina phaseolina (strain MS6) (Charcoal rot fungus)	1126212	7999
42.4	CHEMBL3926	SINGLE PROTEIN	Methanobacterium thermoautotrophicum	187420	2246
42	CHEMBL2366490	SINGLE PROTEIN	Leptinotarsa decemlineata	7539	8045
41.6	CHEMBL3346	SINGLE PROTEIN	Human T-cell leukemia virus 1 (strain Japan ATK-1 subtype A) (HTLV-1)	11926	1668
41.6	CHEMBL1795155	SINGLE PROTEIN	Mycobacterium tuberculosis	1773	5642
41.2	CHEMBL5440	SINGLE PROTEIN	Staphylococcus aureus	1280	3734
41.2	CHEMBL1255147	SINGLE PROTEIN	Escherichia coli	562	5349
41.2	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7711
41.2	CHEMBL5798	SINGLE PROTEIN	Pseudomonas aeruginosa	287	4211
41.2	CHEMBL1255123	SINGLE PROTEIN	Pseudomonas aeruginosa	287	4805
41.2	CHEMBL1667696	SINGLE PROTEIN	Klebsiella pneumoniae	573	5087
41.2	CHEMBL5688	SINGLE PROTEIN	Methanobacterium thermoautotrophicum	187420	4010
40.8	CHEMBL1741178	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	559292	5328
40.8	CHEMBL4785	SINGLE PROTEIN	Escherichia coli K-12	83333	3102
40.4	CHEMBL6146	SINGLE PROTEIN	Pseudomonas aeruginosa	287	4711
40	CHEMBL1293202	SINGLE PROTEIN	Bacillus cereus	1396	4884
40	CHEMBL1667697	SINGLE PROTEIN	Klebsiella pneumoniae	573	5088
39.7	CHEMBL5057	SINGLE PROTEIN	Human immunodeficiency virus type 1 group M subtype B (isolate BH10)(HIV-1)	11678	5405
39.7	CHEMBL1255122	SINGLE PROTEIN	Pseudomonas aeruginosa	287	4804
39.7	CHEMBL5826	SINGLE PROTEIN	Human immunodeficiency virus type 1 group M subtype B (isolateBRU/LAI) (HIV-1)	11686	4270
39.3	CHEMBL1795154	SINGLE PROTEIN	Neisseria meningitidis	487	5641
38.1	CHEMBL2366567	PROTEIN COMPLEX	Spinacia oleracea	3562	8085
38.1	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7579
37.7	CHEMBL2366492	SINGLE PROTEIN	Zea mays	4577	8047
37.7	CHEMBL2363853	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pneumoniae	1313	7525
35.4	CHEMBL2363965	PROTEIN NUCLEIC-ACID COMPLEX	Mycobacterium tuberculosis	1773	7585
34.7	CHEMBL2364096	PROTEIN NUCLEIC-ACID COMPLEX	Staphylococcus aureus	1280	7715
34.7	CHEMBL2364103	PROTEIN NUCLEIC-ACID COMPLEX	Streptococcus pyogenes	1314	7770
